GeneMark.hmm PROKARYOTIC (Version 3.40)
Date: Mon Nov 18 09:03:24 2019
Sequence file name: sequence
Model file name: itr_0.mod
RBS: false
Model information: Heuristic_model_for_genetic_code_11_and_GC_66

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  108        +      122344      123831         1488        1
  109        +      124374      125570         1197        1
  110        -      125643      130229         4587        1
  111        -      130895      131104          210        1
  112        +      131382      132872         1491        1
  113        +      133131      133769          639        1
  114        +      134118      136007         1890        1
  115        +      136319      137245          927        1
  116        +      137250      137909          660        1
  117        +      137941      138513          573        1
  118        +      138513      139673         1161        1
  119        -      140267      140992          726        1
  120        +      141194      142144          951        1
  121        -      142128      143846         1719        1
  122        +      144031      145626         1596        1
  123        -      145627      147771         2145        1
  124        -      147908      148342          435        1
  125        +      148635      148859          225        1
  126        +      148856      149224          369        1
  127        +      149533      150996         1464        1
  128        +      151148      152215         1068        1
  129        +      152324      154129         1806        1
  130        +      154232      155599         1368        1
  131        +      155667      156446          780        1
  132        -      156578      157600         1023        1
  133        +      157847      158302          456        1
  134        -      158315      159658         1344        1
  135        -      159700      160782         1083        1
  136        +      160869      161474          606        1
  137        +      161771      162673          903        1
  138        -      162644      163249          606        1
  139        +      163366      164691         1326        1
  140        -      164712      165260          549        1
  141        +      165323      165826          504        1
  142        +      165827      166849         1023        1
  143        +      166910      167290          381        1
  144        -      167271      167681          411        1
  145        +      167726      168637          912        1
  146        -      168704      170182         1479        1
  147        +      170485      171126          642        1
  148        +      171215      172168          954        1
  149        +      172202      173143          942        1
  150        +      173238      174758         1521        1
  151        +      174833      175693          861        1
  152        +      175742      176668          927        1
  153        -      176665      176952          288        1
  154        +      177388      177513          126        1
  155        -      177543      179225         1683        1
  156        -      179319      180512         1194        1
  157        -      180805      181029          225        1
  158        -      181155      181985          831        1
  159        -      181987      183210         1224        1
  160        +      183622      184722         1101        1
  161        +      184723      185055          333        1
  162        +      185052      186479         1428        1
  163        -      186495      186620          126        1
  164        +      186785      187429          645        1
  165        -      187433      188839         1407        1
  166        -      188931      190439         1509        1
  167        +      190583      191956         1374        1
  168        -      191984      193102         1119        1
  169        +      193117      193572          456        1
  170        +      193671      194111          441        1
  171        -      194144      194758          615        1
  172        +      194993      196657         1665        1
  173        +      196861      197658          798        1
  174        +      197660      198529          870        1
  175        +      198534      199898         1365        1
  176        +      199895      200935         1041        1
  177        +      200959      202479         1521        1
  178        +      202476      204068         1593        1
  179        +      204065      205237         1173        1
  180        +      205231      206778         1548        1
  181        +      206748      207455          708        1
  182        +      207452      208420          969        1
  183        +      208531      208971          441        1
  184        +      208938      209672          735        1
  185        -      209703      210812         1110        1
  186        -      210892      212172         1281        1
  187        -      212277      213011          735        1
  188        -      213028      214056         1029        1
  189        +      214088      214927          840        1
  190        +      214969      215718          750        1
  191        +      215715      216224          510        1
  192        +      216269      218344         2076        1
  193        +      218711      219367          657        1
  194        +      219525      219917          393        1
  195        -      219996      221723         1728        1
  196        +      221871      222161          291        1
  197        +      222289      223530         1242        1
  198        +      223999      224664          666        1
  199        -      224724      226550         1827        1
  200        +      226917      230462         3546        1
  201        +      230764      231534          771        1
  202        +      231668      232231          564        1
  203        +      232228      234519         2292        1
  204        -      234516      236507         1992        1
  205        +      236550      237209          660        1
  206        +      237206      237895          690        1
  207        -      237892      238395          504        1
  208        -      238392      241292         2901        1
  209        +      241514      241924          411        1
  210        -      241976      243259         1284        1
  211        +      243384      244487         1104        1
  212        -      244484      247294         2811        1
  213        -      247384      248118          735        1
  214        -      248115      248846          732        1
  215        +      249038      250123         1086        1
  216        +      250120      251598         1479        1
  217        +      251782      253602         1821        1
  218        -      253669      254628          960        1
  219        -      254637      255974         1338        1
  220        +      256160      257677         1518        1
  221        -      257783      258856         1074        1
  222        +      258913      259926         1014        1
  223        -      259923      260744          822        1
  224        +      261062      262252         1191        1
  225        +      262254      262802          549        1
  226        +      262890      264023         1134        1
  227        +      264067      265476         1410        1
  228        +      265507      266295          789        1
  229        -      266301      267764         1464        1
  230        -      267863      268663          801        1
  231        +      268663      269817         1155        1
  232        -      269834      271564         1731        1
  233        -      271574      272839         1266        1
  234        +      273118      274278         1161        1
  235        -      274306      274719          414        1
  236        -      274710      274904          195        1
  237        -      274983      275903          921        1
  238        +      276058      277764         1707        1
  239        +      277899      278588          690        1
  240        +      278585      279529          945        1
  241        -      279605      281140         1536        1
  242        -      281166      282614         1449        1
  243        -      282649      286821         4173        1
  244        -      286898      287071          174        1
  245        +      287318      288352         1035        1
  246        +      288476      289042          567        1
  247        +      289104      289337          234        1
  248        +      289345      289782          438        1
  249        -      289812      290654          843        1
  250        -      290665      291966         1302        1
  251        +      292288      293493         1206        1
  252        -      293798      295633         1836        1
  253        +      296005      296493          489        1
  254        +      296848      298119         1272        1
  255        -      298116      298862          747        1
  256        -      298863      300803         1941        1
  257        -      300834      301655          822        1
  258        -      301735      302028          294        1
  259        -      302173      302652          480        1
  260        +      302812      305427         2616        1
  261        +      305453      305809          357        1
  262        -      305825      306349          525        1
  263        -      306374      307858         1485        1
  264        -      307877      309547         1671        1
  265        -      310294      310698          405        1
  266        -      310774      311517          744        1
  267        -      311514      312659         1146        1
  268        -      312759      314168         1410        1
  269        -      314309      314854          546        1
  270        -      314864      315766          903        1
  271        -      315783      316436          654        1
  272        -      316511      317473          963        1
  273        -      317525      321154         3630        1
  274        +      321331      322722         1392        1
  275        -      322764      323021          258        1
  276        -      323338      324531         1194        1
  277        +      324567      326249         1683        1
  278        -      326266      328461         2196        1
  279        -      328575      329573          999        1
  280        -      329705      330346          642        1
  281        +      330422      331003          582        1
  282        -      330933      331667          735        1
  283        +      331748      332668          921        1
  284        -      332708      333136          429        1
  285        -      333437      336310         2874        1
  286        -      336560      339073         2514        1
  287        +      339364      340974         1611        1
  288        +      340998      341906          909        1
  289        +      342130      344025         1896        1
  290        +      344022      345638         1617        1
  291        +      345635      349627         3993        1
  292        +      349624      349932          309        1
  293        +      349935      351476         1542        1
  294        +      351525      351818          294        1
  295        +      351848      352138          291        1
  296        +      352149      353036          888        1
  297        +      353083      354501         1419        1
  298        +      354498      355883         1386        1
  299        +      355880      356875          996        1
  300        -      356862      358073         1212        1
  301        +      358171      358956          786        1
  302        -      358945      359748          804        1
  303        -      359758      361182         1425        1
  304        +      361361      363109         1749        1
  305        +      363252      363479          228        1
  306        +      363476      363778          303        1
  307        +      363826      364047          222        1
  308        +      364038      364469          432        1
  309        +      364605      365237          633        1
  310        +      365234      366142          909        1
  311        -      366150      372764         6615        1
  312        -      372820      375711         2892        1
  313        +      375971      376585          615        1
  314        -      376573      377055          483        1
  315        +      377113      377829          717        1
  316        +      377931      378587          657        1
  317        -      378657      379133          477        1
  318        +      379172      380401         1230        1
  319        +      380556      382418         1863        1
  320        +      382490      382876          387        1
  321        -      382879      383541          663        1
  322        +      383602      384486          885        1
  323        +      384535      385149          615        1
  324        -      385173      385874          702        1
  325        -      386305      387081          777        1
  326        +      387148      387816          669        1
  327        +      387963      388550          588        1
  328        +      388582      389154          573        1
  329        +      389314      390591         1278        1
  330        -      390580      391251          672        1
  331        +      391352      392032          681        1
  332        -      392156      392425          270        1
  333        +      392426      392728          303        1
  334        -      392696      394045         1350        1
  335        +      394222      394713          492        1
  336        -      394694      395320          627        1
  337        -      395347      396087          741        1
  338        +      396201      397367         1167        1
  339        +      397442      398227          786        1
  340        +      398203      398628          426        1
  341        +      398658      399524          867        1
  342        +      400168      401703         1536        1
  343        -      401873      403162         1290        1
  344        -      403193      405841         2649        1
  345        -      405950      408400         2451        1
  346        +      408634      409173          540        1
  347        +      409356      410801         1446        1
  348        +      410940      412760         1821        1
  349        +      412757      414238         1482        1
  350        -      414381      414665          285        1
  351        +      414718      414963          246        1
  352        +      415044      415460          417        1
  353        -      415502      416965         1464        1
  354        -      417284      417454          171        1
  355        +      417457      418290          834        1
  356        +      418293      418946          654        1
  357        +      418949      419608          660        1
  358        +      419835      421712         1878        1
  359        +      421709      422416          708        1
  360        +      422452      423639         1188        1
  361        +      423639      424019          381        1
  362        -      424269      424700          432        1
  363        -      424777      434679         9903        1
  364        -      434830      435459          630        1
  365        -      435471      436769         1299        1
  366        +      436860      437507          648        1
  367        +      437518      438297          780        1
  368        -      438302      438715          414        1
  369        +      438822      439649          828        1
  370        +      439871      441253         1383        1
  371        -      441265      442299         1035        1
  372        +      442395      443078          684        1
  373        -      443067      444197         1131        1
  374        -      444222      444815          594        1
  375        -      444844      445233          390        1
  376        -      445314      446534         1221        1
  377        -      446531      447133          603        1
  378        -      447147      448043          897        1
  379        -      448040      448633          594        1
  380        -      448630      449385          756        1
  381        -      449404      451803         2400        1
  382        -      451800      452279          480        1
  383        -      452294      453196          903        1
  384        -      453230      454387         1158        1
  385        +      454421      455386          966        1
  386        +      455977      456192          216        1
  387        -      456268      456930          663        1
  388        -      456915      457823          909        1
  389        -      457841      458356          516        1
  390        -      458461      459315          855        1
  391        -      459456      462002         2547        1
  392        +      462030      463307         1278        1
  393        +      463411      466668         3258        1
  394        -      466672      467406          735        1
  395        -      467459      467929          471        1
  396        +      468419      469594         1176        1
  397        +      469591      470013          423        1
  398        +      470010      471230         1221        1
  399        -      471227      472639         1413        1
  400        +      472914      473105          192        1
  401        +      473114      474106          993        1
  402        -      474122      474841          720        1
  403        +      474940      475344          405        1
  404        +      475326      475742          417        1
  405        +      475816      476184          369        1
  406        -      476679      477320          642        1
  407        -      477327      478556         1230        1
  408        -      478566      479753         1188        1
  409        +      479789      480160          372        1
  410        -      480355      483231         2877        1
  411        -      483228      483656          429        1
  412        +      484529      485734         1206        1
  413        +      487027      489939         2913        1
  414        -      489887      490705          819        1
  415        +      490783      491793         1011        1
  416        +      491786      493858         2073        1
  417        +      493851      495008         1158        1
  418        -      495062      497314         2253        1
  419        -      497314      498300          987        1
  420        -      498300      499511         1212        1
  421        +      499746      500366          621        1
  422        -      500350      500949          600        1
  423        +      501148      502170         1023        1
  424        +      502167      502373          207        1
  425        +      502366      503124          759        1
  426        +      503496      504998         1503        1
  427        +      505140      506582         1443        1
  428        -      506561      506887          327        1
  429        -      507132      507446          315        1
  430        -      507758      508555          798        1
  431        -      508582      510225         1644        1
  432        -      510377      510655          279        1
  433        -      510702      515321         4620        1
  434        -      515373      515732          360        1
  435        -      516017      516892          876        1
  436        -      516895      517740          846        1
  437        -      517803      518396          594        1
  438        +      518733      519041          309        1
  439        +      519139      519567          429        1
  440        +      519600      520322          723        1
  441        +      520387      521454         1068        1
  442        +      521514      522167          654        1
  443        -      522347      524533         2187        1
  444        -      524530      525396          867        1
  445        -      525387      525941          555        1
  446        -      526143      527321         1179        1
  447        -      527379      528314          936        1
  448        +      528608      530230         1623        1
  449        -      530296      530724          429        1
  450        -      530751      532163         1413        1
  451        +      532354      532911          558        1
  452        -      533091      533789          699        1
  453        -      533833      534396          564        1
  454        -      534445      535227          783        1
  455        -      535224      536507         1284        1
  456        -      536504      537235          732        1
  457        -      537229      538524         1296        1
  458        -      538588      541425         2838        1
  459        -      541488      541904          417        1
  460        +      542160      542852          693        1
  461        +      543174      544730         1557        1
  462        -      544736      545059          324        1
  463        -      545375      545821          447        1
  464        -      545889      546803          915        1
  465        -      547586      549616         2031        1
  466        +      549714      551198         1485        1
  467        +      551198      551689          492        1
  468        +      551749      551988          240        1
  469        +      551981      552550          570        1
  470        +      552614      554008         1395        1
  471        +      554016      554309          294        1
  472        -      554313      554885          573        1
  473        -      554882      556306         1425        1
  474        +      556458      557252          795        1
  475        +      557527      558813         1287        1
  476        +      558895      559755          861        1
  477        +      559888      560748          861        1
  478        -      560848      561711          864        1
  479        -      562723      563493          771        1
  480        +      563615      564934         1320        1
  481        +      565021      565443          423        1
  482        +      565797      566396          600        1
  483        +      566508      566771          264        1
  484        +      567004      567222          219        1
  485        +      567222      567896          675        1
  486        -      567921      568670          750        1
  487        -      568964      569806          843        1
  488        -      569988      570512          525        1
  489        +      570539      571648         1110        1
  490        +      571806      573065         1260        1
  491        -      573046      573801          756        1
  492        +      574065      575300         1236        1
  493        +      575549      576790         1242        1
  494        +      576817      577338          522        1
  495        +      577631      578269          639        1
  496        +      578426      579175          750        1
  497        +      579349      580581         1233        1
  498        +      580809      581492          684        1
  499        -      581489      583378         1890        1
  500        -      583375      583704          330        1
  501        -      583701      584540          840        1
  502        +      584707      585423          717        1
  503        -      585424      586194          771        1
  504        +      586352      587380         1029        1
  505        +      587377      588309          933        1
  506        +      588349      589167          819        1
  507        +      589183      590058          876        1
  508        +      590083      590970          888        1
  509        +      591111      591347          237        1
  510        +      591729      592784         1056        1
  511        +      592908      593867          960        1
  512        -      593871      594779          909        1
  513        -      594802      595302          501        1
  514        -      595464      596390          927        1
  515        +      596765      597202          438        1
  516        +      597199      600105         2907        1
  517        +      600098      600391          294        1
  518        +      600441      601847         1407        1
  519        +      601848      602786          939        1
  520        +      602819      604516         1698        1
  521        +      604602      605591          990        1
  522        +      605604      606152          549        1
  523        +      606149      606448          300        1
  524        +      606527      608062         1536        1
  525        -      608059      608535          477        1
  526        +      608746      610056         1311        1
  527        +      610311      610883          573        1
  528        -      610935      611051          117        1
  529        -      611172      612029          858        1
  530        +      612255      612605          351        1
  531        +      612598      612903          306        1
  532        +      613038      614342         1305        1
  533        -      614326      614730          405        1
  534        +      614835      616223         1389        1
  535        +      616223      616831          609        1
  536        +      616846      617496          651        1
  537        +      617493      618272          780        1
  538        +      618305      619894         1590        1
  539        +      619891      620865          975        1
  540        +      621252      622124          873        1
  541        -      622121      622282          162        1
  542        +      622329      622646          318        1
  543        +      622793      624577         1785        1
  544        -      624473      625480         1008        1
  545        -      625562      626476          915        1
  546        +      626475      627251          777        1
  547        +      627248      628288         1041        1
  548        -      628298      629731         1434        1
  549        +      630040      631686         1647        1
  550        +      631719      632375          657        1
  551        +      632372      633034          663        1
  552        -      633055      634404         1350        1
  553        -      634416      635504         1089        1
  554        -      635573      635875          303        1
  555        -      635935      636213          279        1
  556        -      636210      637463         1254        1
  557        -      637583      637969          387        1
  558        -      638032      638820          789        1
  559        -      639012      639914          903        1
  560        -      640228      640608          381        1
  561        -      640638      640856          219        1
  562        -      641096      642712         1617        1
  563        +      642889      644493         1605        1
  564        +      644490      645470          981        1
  565        +      645467      646255          789        1
  566        +      646298      647962         1665        1
  567        +      647959      648474          516        1
  568        +      648545      649672         1128        1
  569        +      649689      650393          705        1
  570        -      650407      650745          339        1
  571        -      650779      651504          726        1
  572        -      651529      652863         1335        1
  573        +      652867      653778          912        1
  574        +      653879      654739          861        1
  575        -      654924      656009         1086        1
  576        -      656010      657470         1461        1
  577        -      657548      658039          492        1
  578        +      658318      659340         1023        1
  579        +      659504      660868         1365        1
  580        +      660886      661269          384        1
  581        +      661343      663373         2031        1
  582        -      663487      664818         1332        1
  583        -      665042      665383          342        1
  584        -      665851      667242         1392        1
  585        -      667252      668376         1125        1
  586        -      668579      669745         1167        1
  587        +      669848      671152         1305        1
  588        +      671160      671951          792        1
  589        +      671993      672181          189        1
  590        +      672257      673255          999        1
  591        +      673439      674374          936        1
  592        +      674741      675442          702        1
  593        +      676238      676996          759        1
  594        -      677125      677703          579        1
  595        +      677710      677925          216        1
  596        +      677922      678329          408        1
  597        -      678389      679075          687        1
  598        +      679229      681862         2634        1
  599        -      681885      684272         2388        1
  600        +      684410      685132          723        1
  601        +      685129      685926          798        1
  602        +      685928      686815          888        1
  603        +      686833      688035         1203        1
  604        +      688032      688859          828        1
  605        +      688808      689062          255        1
  606        +      689059      690504         1446        1
  607        +      690501      692027         1527        1
  608        +      692114      693232         1119        1
  609        +      693192      694787         1596        1
  610        -      694839      695234          396        1
  611        -      695228      695485          258        1
  612        -      695668      696903         1236        1
  613        -      697154      697549          396        1
  614        -      697564      697800          237        1
  615        -      697904      698410          507        1
  616        -      698524      699054          531        1
  617        -      699038      699733          696        1
  618        +      699856      700167          312        1
  619        +      700218      701189          972        1
  620        +      701430      702014          585        1
  621        +      701995      702759          765        1
  622        +      702729      703199          471        1
  623        +      703244      703489          246        1
  624        +      703486      703887          402        1
  625        +      704520      704759          240        1
  626        -      704752      705909         1158        1
  627        -      705961      706182          222        1
  628        +      706381      706929          549        1
  629        -      706948      709524         2577        1
  630        +      709599      710348          750        1
  631        +      710348      710587          240        1
  632        +      710782      711009          228        1
  633        +      711006      711407          402        1
  634        +      711536      712231          696        1
  635        +      712249      712719          471        1
  636        +      712716      713807         1092        1
  637        -      713929      714273          345        1
  638        +      714307      715266          960        1
  639        +      715370      716317          948        1
  640        +      716410      716664          255        1
  641        +      716664      717059          396        1
  642        -      717153      717809          657        1
  643        +      718025      718285          261        1
  644        +      718282      718689          408        1
  645        -      718761      719912         1152        1
  646        -      720005      721732         1728        1
  647        -      721729      725049         3321        1
  648        -      725013      728306         3294        1
  649        -      728583      729278          696        1
  650        -      729327      730187          861        1
  651        -      730320      731033          714        1
  652        +      731152      731364          213        1
  653        +      731712      731879          168        1
  654        +      731930      732406          477        1
  655        +      732393      732821          429        1
  656        +      732825      733325          501        1
  657        +      733737      734222          486        1
  658        +      734254      734970          717        1
  659        +      735022      735450          429        1
  660        +      735517      736224          708        1
  661        -      736298      737245          948        1
  662        -      737268      738149          882        1
  663        -      738297      739160          864        1
  664        -      739327      740187          861        1
  665        -      740234      741139          906        1
  666        -      741151      742617         1467        1
  667        +      742635      746366         3732        1
  668        +      746363      747037          675        1
  669        +      747037      747945          909        1
  670        +      748276      748812          537        1
  671        +      748849      749241          393        1
  672        -      749234      750001          768        1
  673        +      750000      751505         1506        1
  674        +      751586      752596         1011        1
  675        -      752984      753235          252        1
  676        -      753462      753617          156        1
  677        -      753693      754349          657        1
  678        -      754980      755231          252        1
  679        -      755335      755772          438        1
  680        -      755769      756023          255        1
  681        +      756137      758500         2364        1
  682        -      758601      758786          186        1
  683        +      758801      759139          339        1
  684        +      759411      759524          114        1
  685        +      760035      763325         3291        1
  686        +      763370      767320         3951        1
  687        -      767317      767637          321        1
  688        -      767684      769597         1914        1
  689        +      769792      770550          759        1
  690        +      770582      771424          843        1
  691        +      771484      773112         1629        1
  692        +      773123      774061          939        1
  693        +      774064      774786          723        1
  694        +      774783      775574          792        1
  695        -      775586      778480         2895        1
  696        -      778477      778953          477        1
  697        +      778990      779487          498        1
  698        -      779543      780040          498        1
  699        -      780042      780416          375        1
  700        +      780712      781311          600        1
  701        +      781560      781934          375        1
  702        +      781934      782404          471        1
  703        +      782485      784590         2106        1
  704        +      784821      786011         1191        1
  705        +      786149      786946          798        1
  706        +      787132      787926          795        1
  707        +      787940      789160         1221        1
  708        -      789157      789411          255        1
  709        -      790024      791001          978        1
  710        -      791070      791666          597        1
  711        +      791757      791846           90        1
  712        +      791927      792160          234        1
  713        +      792157      793332         1176        1
  714        +      793335      794525         1191        1
  715        +      794805      795470          666        1
  716        +      795519      796931         1413        1
  717        +      797014      798372         1359        1
  718        +      800487      800792          306        1
  719        +      800809      801462          654        1
  720        +      801462      802133          672        1
  721        +      802133      802435          303        1
  722        +      802717      803370          654        1
  723        +      803411      803692          282        1
  724        +      803689      804282          594        1
  725        +      804282      805106          825        1
  726        +      805110      805526          417        1
  727        +      805526      805759          234        1
  728        +      805759      806166          408        1
  729        +      806335      808698         2364        1
  730        +      808746      809645          900        1
  731        +      810027      810887          861        1
  732        +      811373      811741          369        1
  733        +      811742      812059          318        1
  734        +      812059      812622          564        1
  735        +      812627      812812          186        1
  736        +      812976      813374          399        1
