GeneMark.hmm PROKARYOTIC (Version 3.40)
Date: Mon Nov 18 09:11:47 2019
Sequence file name: sequence
Model file name: itr_8.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  109        +      122344      123831         1488        1
  110        +      124374      125570         1197        1
  111        -      125643      130541         4899        1
  112        -      130895      131128          234        1
  113        +      131412      132872         1461        1
  114        +      133020      133769          750        1
  115        +      133983      136007         2025        1
  116        +      136289      137245          957        1
  117        +      138010      138513          504        1
  118        +      138513      139673         1161        1
  119        -      140267      141031          765        1
  120        +      141194      142144          951        1
  121        -      142128      143846         1719        1
  122        +      143998      145626         1629        1
  123        -      145627      147771         2145        1
  124        -      147908      148342          435        1
  125        +      148704      148859          156        1
  126        +      148856      149224          369        1
  127        +      149533      150996         1464        1
  128        +      151196      152215         1020        1
  129        +      152324      154129         1806        1
  130        +      154232      155599         1368        1
  131        +      155667      156446          780        1
  132        -      156578      157525          948        1
  133        +      157847      158302          456        1
  134        -      158315      159658         1344        1
  135        -      159700      160782         1083        1
  136        +      160869      161474          606        1
  137        +      161771      162673          903        1
  138        -      162644      163249          606        1
  139        +      163366      164691         1326        1
  140        -      164712      165260          549        1
  141        +      165323      165826          504        1
  142        +      165827      166849         1023        1
  143        +      166910      167290          381        1
  144        -      167271      167681          411        1
  145        +      167726      168637          912        1
  146        -      168704      170182         1479        1
  147        +      170581      171126          546        1
  148        +      171215      172168          954        1
  149        +      172202      173143          942        1
  150        +      173238      174758         1521        1
  151        +      174833      175693          861        1
  152        +      175742      176668          927        1
  153        -      176665      176952          288        1
  154        +      177388      177513          126        1
  155        -      177543      179225         1683        1
  156        -      179319      180494         1176        1
  157        +      180634      180729           96        1
  158        -      180805      181029          225        1
  159        -      181155      181985          831        1
  160        -      181987      183210         1224        1
  161        +      183622      184722         1101        1
  162        +      184723      185055          333        1
  163        +      185052      186479         1428        1
  164        -      186495      186620          126        1
  165        +      186785      187429          645        1
  166        -      187433      188839         1407        1
  167        -      188931      190439         1509        1
  168        +      190607      191956         1350        1
  169        -      191984      193102         1119        1
  170        +      193117      193572          456        1
  171        +      193671      194111          441        1
  172        -      194144      194815          672        1
  173        +      195101      196657         1557        1
  174        +      196861      197658          798        1
  175        +      197660      198529          870        1
  176        +      198534      199898         1365        1
  177        +      199895      200935         1041        1
  178        +      200974      202479         1506        1
  179        +      202476      204068         1593        1
  180        +      204068      205237         1170        1
  181        +      205231      206778         1548        1
  182        +      206748      207455          708        1
  183        +      207452      208420          969        1
  184        +      208417      208971          555        1
  185        +      208938      209672          735        1
  186        -      209703      210728         1026        1
  187        -      210892      212250         1359        1
  188        -      212277      213011          735        1
  189        -      213028      214026          999        1
  190        +      214088      214927          840        1
  191        +      214969      215718          750        1
  192        +      215715      216224          510        1
  193        +      216269      218344         2076        1
  194        +      218711      219367          657        1
  195        +      219525      219917          393        1
  196        -      219996      221723         1728        1
  197        +      221871      222161          291        1
  198        +      222361      223530         1170        1
  199        +      223798      224664          867        1
  200        -      224724      226571         1848        1
  201        +      226878      230462         3585        1
  202        +      230836      231534          699        1
  203        +      231668      232231          564        1
  204        +      232231      234519         2289        1
  205        -      234516      236507         1992        1
  206        +      236550      237209          660        1
  207        +      237206      237895          690        1
  208        -      237892      238395          504        1
  209        -      238392      241223         2832        1
  210        +      241514      241924          411        1
  211        -      241976      243259         1284        1
  212        +      243384      244487         1104        1
  213        -      244484      247294         2811        1
  214        -      247384      248112          729        1
  215        -      248115      248948          834        1
  216        +      249038      250123         1086        1
  217        +      250072      251598         1527        1
  218        +      251782      253602         1821        1
  219        -      253669      254628          960        1
  220        -      254637      255974         1338        1
  221        +      256160      257677         1518        1
  222        -      257783      258856         1074        1
  223        +      258913      259926         1014        1
  224        -      259923      260831          909        1
  225        +      260924      262252         1329        1
  226        +      262254      262802          549        1
  227        +      262812      264023         1212        1
  228        +      264067      265476         1410        1
  229        +      265507      266295          789        1
  230        -      266301      267764         1464        1
  231        -      267863      268636          774        1
  232        +      268663      269817         1155        1
  233        -      269834      271564         1731        1
  234        -      271574      272839         1266        1
  235        +      273115      274278         1164        1
  236        -      274306      274719          414        1
  237        -      274710      274904          195        1
  238        -      274983      275903          921        1
  239        +      276058      277764         1707        1
  240        +      277899      278588          690        1
  241        +      278585      279529          945        1
  242        -      279605      280978         1374        1
  243        -      281166      282614         1449        1
  244        -      282649      286821         4173        1
  245        -      286898      287071          174        1
  246        +      287318      288352         1035        1
  247        +      288476      289042          567        1
  248        +      289104      289337          234        1
  249        +      289345      289782          438        1
  250        -      289812      290654          843        1
  251        -      290665      292029         1365        1
  252        +      292171      293493         1323        1
  253        -      293798      295633         1836        1
  254        +      296005      296493          489        1
  255        +      296941      298119         1179        1
  256        -      298116      298844          729        1
  257        -      298863      300803         1941        1
  258        -      300834      301655          822        1
  259        -      301735      302028          294        1
  260        -      302173      302652          480        1
  261        +      302917      305427         2511        1
  262        +      305453      305809          357        1
  263        -      305825      306349          525        1
  264        -      306374      307858         1485        1
  265        -      307877      309547         1671        1
  266        -      310294      310698          405        1
  267        -      310774      311517          744        1
  268        -      311514      312659         1146        1
  269        -      312759      314168         1410        1
  270        -      314309      314854          546        1
  271        -      314864      315766          903        1
  272        -      315783      316436          654        1
  273        -      316511      317473          963        1
  274        -      317525      321154         3630        1
  275        +      321331      322722         1392        1
  276        -      322764      322967          204        1
  277        -      323338      324531         1194        1
  278        +      324567      326249         1683        1
  279        -      326266      328461         2196        1
  280        -      328575      329591         1017        1
  281        -      329705      330325          621        1
  282        +      330422      331003          582        1
  283        -      330933      331658          726        1
  284        +      331748      332668          921        1
  285        -      332708      333136          429        1
  286        -      333160      333333          174        1
  287        -      333437      336310         2874        1
  288        -      336560      339073         2514        1
  289        +      339364      340974         1611        1
  290        +      340998      341906          909        1
  291        +      342130      344025         1896        1
  292        +      344022      345638         1617        1
  293        +      345635      349627         3993        1
  294        +      349624      349932          309        1
  295        +      349935      351476         1542        1
  296        +      351525      351818          294        1
  297        +      351860      352138          279        1
  298        +      352149      353036          888        1
  299        +      353083      354501         1419        1
  300        +      354498      355883         1386        1
  301        +      355880      356875          996        1
  302        -      356862      358073         1212        1
  303        +      358171      358956          786        1
  304        -      358945      359748          804        1
  305        -      359758      361182         1425        1
  306        +      361343      363109         1767        1
  307        +      363252      363479          228        1
  308        +      363476      363778          303        1
  309        +      364038      364469          432        1
  310        +      364683      365237          555        1
  311        +      365234      366142          909        1
  312        -      366150      372965         6816        1
  313        -      372820      375711         2892        1
  314        +      375941      376585          645        1
  315        -      376573      377055          483        1
  316        +      377179      377829          651        1
  317        +      378000      378587          588        1
  318        -      378657      379148          492        1
  319        +      379172      380401         1230        1
  320        +      380556      382418         1863        1
  321        +      382490      382876          387        1
  322        -      382879      383514          636        1
  323        +      383632      384486          855        1
  324        +      384499      385149          651        1
  325        -      385173      385865          693        1
  326        -      386305      387081          777        1
  327        +      387148      387816          669        1
  328        +      387963      388550          588        1
  329        +      388582      389154          573        1
  330        +      389314      390591         1278        1
  331        -      390580      391215          636        1
  332        +      391352      392032          681        1
  333        +      392066      392263          198        1
  334        +      392276      392728          453        1
  335        -      392696      394045         1350        1
  336        +      394111      394713          603        1
  337        -      394694      395320          627        1
  338        -      395347      396087          741        1
  339        +      396201      397367         1167        1
  340        +      397472      398227          756        1
  341        +      398203      398628          426        1
  342        +      398658      399524          867        1
  343        -      399535      399837          303        1
  344        +      400261      401703         1443        1
  345        -      401873      403162         1290        1
  346        -      403193      405841         2649        1
  347        -      405950      408400         2451        1
  348        +      408634      409173          540        1
  349        +      409356      410801         1446        1
  350        +      410940      412760         1821        1
  351        +      412757      414238         1482        1
  352        -      414381      414665          285        1
  353        +      414718      414963          246        1
  354        +      415044      415460          417        1
  355        -      415502      416965         1464        1
  356        +      417487      418290          804        1
  357        +      418293      418946          654        1
  358        +      418949      419608          660        1
  359        +      419835      421712         1878        1
  360        +      421709      422416          708        1
  361        +      422452      423639         1188        1
  362        +      423639      424019          381        1
  363        -      424144      424236           93        1
  364        -      424269      424694          426        1
  365        -      424777      434679         9903        1
  366        -      434830      435459          630        1
  367        -      435471      436769         1299        1
  368        +      436860      437507          648        1
  369        +      437518      438297          780        1
  370        -      438302      438715          414        1
  371        +      438822      439649          828        1
  372        +      439871      441253         1383        1
  373        -      441265      442299         1035        1
  374        +      442395      443078          684        1
  375        -      443067      444197         1131        1
  376        -      444222      444815          594        1
  377        -      444844      445233          390        1
  378        -      445314      446534         1221        1
  379        -      446531      447133          603        1
  380        -      447147      448043          897        1
  381        -      448040      448633          594        1
  382        -      448630      449385          756        1
  383        -      449404      451725         2322        1
  384        -      451800      452279          480        1
  385        -      452294      453196          903        1
  386        -      453230      454396         1167        1
  387        +      454421      455386          966        1
  388        +      455631      455858          228        1
  389        +      455977      456192          216        1
  390        -      456268      456930          663        1
  391        -      456915      457823          909        1
  392        -      457841      458380          540        1
  393        -      458461      459315          855        1
  394        -      459456      462002         2547        1
  395        +      462135      463307         1173        1
  396        +      463411      466668         3258        1
  397        -      466672      467406          735        1
  398        -      467459      468001          543        1
  399        +      468416      469594         1179        1
  400        +      469591      470013          423        1
  401        +      470010      471230         1221        1
  402        -      471227      472591         1365        1
  403        +      472914      473105          192        1
  404        +      473114      474106          993        1
  405        -      474122      474811          690        1
  406        +      474904      475344          441        1
  407        +      475350      475742          393        1
  408        +      475816      476184          369        1
  409        -      476679      477320          642        1
  410        -      477327      478556         1230        1
  411        -      478566      479753         1188        1
  412        +      479789      480160          372        1
  413        -      480355      483231         2877        1
  414        -      483228      483656          429        1
  415        +      487027      489939         2913        1
  416        -      489887      490705          819        1
  417        +      490783      491793         1011        1
  418        +      491879      493858         1980        1
  419        +      493851      495008         1158        1
  420        -      495062      497371         2310        1
  421        -      497314      498300          987        1
  422        -      498300      499619         1320        1
  423        +      499746      500366          621        1
  424        -      500350      501018          669        1
  425        +      501148      502170         1023        1
  426        +      502167      502373          207        1
  427        +      502366      503124          759        1
  428        +      503496      504998         1503        1
  429        +      505140      506582         1443        1
  430        -      506561      506887          327        1
  431        -      507132      507761          630        1
  432        -      507758      508585          828        1
  433        -      508582      510225         1644        1
  434        -      510377      510607          231        1
  435        -      510702      515321         4620        1
  436        -      515373      515774          402        1
  437        -      516017      516892          876        1
  438        -      516895      517803          909        1
  439        -      517803      518396          594        1
  440        +      518733      519041          309        1
  441        +      519094      519567          474        1
  442        +      519600      520322          723        1
  443        +      520387      521454         1068        1
  444        +      521514      522167          654        1
  445        -      522347      524533         2187        1
  446        -      524530      525396          867        1
  447        -      525387      526082          696        1
  448        -      526143      527321         1179        1
  449        -      527379      528314          936        1
  450        +      528608      530230         1623        1
  451        -      530296      530724          429        1
  452        -      530751      532163         1413        1
  453        +      532396      532911          516        1
  454        -      533091      533789          699        1
  455        -      533833      534396          564        1
  456        -      534445      535227          783        1
  457        -      535224      536507         1284        1
  458        -      536504      537235          732        1
  459        -      537229      538524         1296        1
  460        -      538588      541425         2838        1
  461        -      541488      541904          417        1
  462        +      542142      542852          711        1
  463        +      543195      544730         1536        1
  464        -      544736      545059          324        1
  465        -      545375      545698          324        1
  466        -      545889      546803          915        1
  467        -      547586      549607         2022        1
  468        +      549675      551198         1524        1
  469        +      551198      551689          492        1
  470        +      551710      551988          279        1
  471        +      551981      552550          570        1
  472        +      552614      554008         1395        1
  473        +      554055      554309          255        1
  474        -      554313      554885          573        1
  475        -      554882      556306         1425        1
  476        +      556485      557252          768        1
  477        +      557527      558813         1287        1
  478        +      558940      559755          816        1
  479        +      559888      560748          861        1
  480        -      560848      561711          864        1
  481        -      561864      562058          195        1
  482        -      562225      562713          489        1
  483        -      562723      563427          705        1
  484        +      563564      564934         1371        1
  485        +      565021      565443          423        1
  486        +      565797      566396          600        1
  487        +      566484      566771          288        1
  488        +      566776      567222          447        1
  489        +      567222      567896          675        1
  490        -      567921      568967         1047        1
  491        -      568964      569806          843        1
  492        -      569988      570494          507        1
  493        +      570539      571648         1110        1
  494        +      571827      573065         1239        1
  495        -      573046      573801          756        1
  496        +      574065      575300         1236        1
  497        +      575357      576790         1434        1
  498        +      576808      577338          531        1
  499        +      577631      578269          639        1
  500        +      578426      579175          750        1
  501        +      579349      580581         1233        1
  502        +      580800      581492          693        1
  503        -      581489      583378         1890        1
  504        -      583375      583704          330        1
  505        -      583701      584651          951        1
  506        +      584749      585423          675        1
  507        -      585424      586194          771        1
  508        +      586346      587380         1035        1
  509        +      587377      588309          933        1
  510        +      588364      589167          804        1
  511        +      589183      590058          876        1
  512        +      590083      590970          888        1
  513        +      591189      591347          159        1
  514        +      591654      592784         1131        1
  515        +      592908      593867          960        1
  516        -      593871      594779          909        1
  517        -      594802      595302          501        1
  518        -      595464      596390          927        1
  519        +      596795      597202          408        1
  520        +      597199      600105         2907        1
  521        +      600149      600391          243        1
  522        +      600441      601847         1407        1
  523        +      601857      602786          930        1
  524        +      602861      604516         1656        1
  525        +      604602      605591          990        1
  526        +      605604      606152          549        1
  527        +      606149      606448          300        1
  528        +      606527      608062         1536        1
  529        -      608059      608535          477        1
  530        +      608896      610056         1161        1
  531        +      610188      610883          696        1
  532        -      611172      612074          903        1
  533        +      612255      612605          351        1
  534        +      612598      612903          306        1
  535        +      613038      614342         1305        1
  536        -      614326      614730          405        1
  537        +      614835      616223         1389        1
  538        +      616223      616831          609        1
  539        +      616885      617496          612        1
  540        +      617493      618272          780        1
  541        +      618326      619894         1569        1
  542        +      619891      620865          975        1
  543        +      620907      622124         1218        1
  544        -      622121      622282          162        1
  545        +      622329      622646          318        1
  546        +      622793      624577         1785        1
  547        -      624473      625480         1008        1
  548        -      625562      626440          879        1
  549        +      626457      627251          795        1
  550        +      627254      628288         1035        1
  551        -      628298      629731         1434        1
  552        +      630040      631686         1647        1
  553        +      631719      632375          657        1
  554        +      632372      633034          663        1
  555        -      633055      634404         1350        1
  556        -      634416      635504         1089        1
  557        -      635573      635875          303        1
  558        -      635935      636213          279        1
  559        -      636210      637463         1254        1
  560        -      637583      637969          387        1
  561        -      638032      638865          834        1
  562        -      639012      639875          864        1
  563        -      640228      640641          414        1
  564        -      640638      640856          219        1
  565        -      641096      642712         1617        1
  566        +      642889      644493         1605        1
  567        +      644490      645470          981        1
  568        +      645467      646255          789        1
  569        +      646298      647962         1665        1
  570        +      647959      648474          516        1
  571        +      648545      649672         1128        1
  572        +      649689      650393          705        1
  573        -      650407      650745          339        1
  574        -      650779      651456          678        1
  575        -      651529      652749         1221        1
  576        +      652771      653778         1008        1
  577        +      653879      654739          861        1
  578        -      654924      655979         1056        1
  579        -      656010      657470         1461        1
  580        -      657548      658039          492        1
  581        +      658318      659340         1023        1
  582        +      659504      660868         1365        1
  583        +      660865      661269          405        1
  584        +      661295      663373         2079        1
  585        -      663487      664818         1332        1
  586        -      664923      665045          123        1
  587        +      665105      665326          222        1
  588        -      665851      667242         1392        1
  589        -      667252      668394         1143        1
  590        -      668579      669745         1167        1
  591        +      669839      671152         1314        1
  592        +      671160      671951          792        1
  593        -      671996      675916         3921        1
  594        +      676238      676996          759        1
  595        -      677125      677703          579        1
  596        +      677710      677925          216        1
  597        +      677922      678329          408        1
  598        -      678389      679075          687        1
  599        +      679229      681862         2634        1
  600        -      681885      684272         2388        1
  601        +      684410      685132          723        1
  602        +      685129      685926          798        1
  603        +      686075      686815          741        1
  604        +      686866      688035         1170        1
  605        +      688032      688859          828        1
  606        +      688808      689062          255        1
  607        +      689059      690504         1446        1
  608        +      690501      692027         1527        1
  609        +      692090      693232         1143        1
  610        +      693192      694787         1596        1
  611        -      694839      695234          396        1
  612        -      695228      695485          258        1
  613        -      695668      696903         1236        1
  614        -      697154      697567          414        1
  615        -      697564      697800          237        1
  616        -      697904      698410          507        1
  617        -      698524      699054          531        1
  618        -      699038      699742          705        1
  619        +      699856      700167          312        1
  620        +      700263      701189          927        1
  621        +      701430      702014          585        1
  622        +      702016      702759          744        1
  623        +      702729      703199          471        1
  624        +      703244      703489          246        1
  625        +      703486      703887          402        1
  626        +      704520      704759          240        1
  627        -      704752      705909         1158        1
  628        -      705961      706182          222        1
  629        +      706324      706929          606        1
  630        -      706948      709524         2577        1
  631        +      709599      710348          750        1
  632        +      710348      710587          240        1
  633        +      710782      711009          228        1
  634        +      711006      711407          402        1
  635        +      711536      712231          696        1
  636        +      712249      712719          471        1
  637        +      712716      713807         1092        1
  638        +      714307      715266          960        1
  639        +      715712      716317          606        1
  640        +      716410      716664          255        1
  641        +      716664      717059          396        1
  642        -      717153      717845          693        1
  643        +      718025      718285          261        1
  644        +      718282      718689          408        1
  645        -      718761      719912         1152        1
  646        -      720005      721732         1728        1
  647        -      721729      725013         3285        1
  648        -      725013      728306         3294        1
  649        -      728583      729278          696        1
  650        -      729327      730166          840        1
  651        -      730320      731033          714        1
  652        +      731152      731364          213        1
  653        +      731712      731879          168        1
  654        +      731957      732406          450        1
  655        +      732393      732821          429        1
  656        +      732825      733325          501        1
  657        +      733737      734222          486        1
  658        +      734254      734970          717        1
  659        +      735022      735450          429        1
  660        +      735517      736224          708        1
  661        -      736298      737194          897        1
  662        -      737268      738149          882        1
  663        -      738297      739160          864        1
  664        -      739327      740187          861        1
  665        -      740234      741139          906        1
  666        -      741151      742497         1347        1
  667        +      742635      746366         3732        1
  668        +      746363      747037          675        1
  669        +      747037      747945          909        1
  670        +      748276      748812          537        1
  671        +      748849      749241          393        1
  672        -      749234      750001          768        1
  673        +      750000      751505         1506        1
  674        +      751586      752596         1011        1
  675        -      752984      753235          252        1
  676        -      753462      753617          156        1
  677        -      753693      754409          717        1
  678        -      754980      755231          252        1
  679        -      755335      755766          432        1
  680        -      755769      756023          255        1
  681        +      756137      758500         2364        1
  682        -      758601      758786          186        1
  683        +      758801      759139          339        1
  684        +      760035      763325         3291        1
  685        +      763370      767320         3951        1
  686        -      767317      767637          321        1
  687        -      767684      769597         1914        1
  688        +      769792      770550          759        1
  689        +      770582      771424          843        1
  690        +      771523      773112         1590        1
  691        +      773123      774061          939        1
  692        +      774064      774786          723        1
  693        +      774783      775574          792        1
  694        -      775586      778402         2817        1
  695        -      778477      778965          489        1
  696        +      778990      779487          498        1
  697        -      779543      780040          498        1
  698        -      780042      780416          375        1
  699        +      780712      781311          600        1
  700        +      781560      781934          375        1
  701        +      781934      782404          471        1
  702        +      782485      784590         2106        1
  703        +      784821      786011         1191        1
  704        +      786149      786946          798        1
  705        +      787132      787926          795        1
  706        +      787940      789160         1221        1
  707        -      789157      789411          255        1
  708        -      790024      791073         1050        1
  709        -      791070      791666          597        1
  710        +      791757      791846           90        1
  711        +      791849      792160          312        1
  712        +      792157      793332         1176        1
  713        +      793335      794525         1191        1
  714        +      794805      795470          666        1
  715        +      795519      796931         1413        1
  716        +      797014      798372         1359        1
  717        -      799160      799528          369        1
  718        +      800487      800792          306        1
  719        +      800809      801462          654        1
  720        +      801462      802133          672        1
  721        +      802133      802435          303        1
  722        +      802528      803370          843        1
  723        +      803411      803692          282        1
  724        +      803689      804282          594        1
  725        +      804282      805106          825        1
  726        +      805110      805526          417        1
  727        +      805526      805759          234        1
  728        +      805759      806166          408        1
  729        +      806335      808698         2364        1
  730        +      808746      809645          900        1
  731        +      810027      810887          861        1
  732        +      811373      811741          369        1
  733        +      811742      812059          318        1
  734        +      812059      812622          564        1
  735        +      812627      812812          186        1
  736        +      812976      813374          399        1
