GeneMark.hmm PROKARYOTIC (Version 3.40)
Date: Mon Nov 18 09:04:49 2019
Sequence file name: sequence
Model file name: itr_1.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  454        -      517425      518279          855        1
  455        -      518340      519149          810        1
  456        -      519139      519762          624        1
  457        +      519733      520419          687        1
  458        +      520416      522830         2415        1
  459        +      523261      527541         4281        1
  460        -      529645      530016          372        1
  461        -      530132      531226         1095        1
  462        -      531295      532221          927        1
  463        +      532451      532933          483        1
  464        +      533056      533826          771        1
  465        +      533916      535697         1782        1
  466        +      535710      536486          777        1
  467        +      536586      537464          879        1
  468        +      537633      539087         1455        1
  469        +      539147      540508         1362        1
  470        +      540565      541866         1302        1
  471        +      541888      543033         1146        1
  472        -      543261      544046          786        1
  473        -      544057      545292         1236        1
  474        -      545314      546363         1050        1
  475        +      546680      548347         1668        1
  476        +      548357      549616         1260        1
  477        +      549627      550442          816        1
  478        +      550439      551332          894        1
  479        -      551527      552594         1068        1
  480        -      552591      553100          510        1
  481        -      553218      553940          723        1
  482        -      553943      554437          495        1
  483        +      554611      555996         1386        1
  484        -      556032      556553          522        1
  485        -      556661      556873          213        1
  486        -      556875      557741          867        1
  487        +      558212      558754          543        1
  488        +      558998      559666          669        1
  489        +      559997      562300         2304        1
  490        +      562336      563319          984        1
  491        +      563330      563845          516        1
  492        -      564815      565525          711        1
  493        -      566098      566361          264        1
  494        +      566451      566687          237        1
  495        +      566684      566779           96        1
  496        +      566842      567141          300        1
  497        +      567138      568004          867        1
  498        +      571206      571331          126        1
  499        +      572466      572921          456        1
  500        +      573084      573374          291        1
  501        +      573371      573733          363        1
  502        +      573956      574339          384        1
  503        -      574737      575717          981        1
  504        -      575758      576777         1020        1
  505        +      577398      577613          216        1
  506        +      577613      578110          498        1
  507        +      578107      578568          462        1
  508        +      579880      580086          207        1
  509        +      580834      581379          546        1
  510        +      581354      582097          744        1
  511        +      582875      583060          186        1
  512        -      584680      585633          954        1
  513        -      586147      586908          762        1
  514        -      587091      587981          891        1
  515        -      587982      590954         2973        1
  516        -      590941      593178         2238        1
  517        -      593328      594770         1443        1
  518        -      594760      595443          684        1
  519        +      595630      596973         1344        1
  520        +      597131      597463          333        1
  521        +      597479      598702         1224        1
  522        +      598714      601857         3144        1
  523        +      601959      603335         1377        1
  524        -      603416      604663         1248        1
  525        -      604771      605424          654        1
  526        -      605518      605886          369        1
  527        -      605951      606199          249        1
  528        -      606265      607383         1119        1
  529        +      607836      607988          153        1
  530        +      608065      609177         1113        1
  531        -      609459      610088          630        1
  532        -      610254      612494         2241        1
  533        +      612737      613939         1203        1
  534        +      613942      614160          219        1
  535        +      614157      618038         3882        1
  536        +      618383      619387         1005        1
  537        -      619384      620199          816        1
  538        -      620196      621188          993        1
  539        -      621185      622189         1005        1
  540        +      622300      623550         1251        1
  541        -      623554      624510          957        1
  542        +      624885      626060         1176        1
  543        +      626070      627680         1611        1
  544        +      627694      628551          858        1
  545        +      628551      629297          747        1
  546        +      629300      629713          414        1
  547        +      629939      631999         2061        1
  548        +      632182      632379          198        1
  549        -      632389      633477         1089        1
  550        +      633586      634746         1161        1
  551        -      634747      635364          618        1
  552        -      635349      636569         1221        1
  553        -      637827      638573          747        1
  554        +      638945      639508          564        1
  555        -      639638      639754          117        1
  556        +      639753      641318         1566        1
  557        -      641439      641867          429        1
  558        +      642088      643326         1239        1
  559        -      643557      643967          411        1
  560        -      644197      645003          807        1
  561        -      645117      646547         1431        1
  562        -      646631      647503          873        1
  563        -      647484      648035          552        1
  564        -      648039      649571         1533        1
  565        -      649582      650490          909        1
  566        -      650487      650783          297        1
  567        -      650798      651856         1059        1
  568        +      652235      653893         1659        1
  569        +      653883      654542          660        1
  570        -      654583      655968         1386        1
  571        +      656557      657117          561        1
  572        +      657292      657501          210        1
  573        -      657555      657938          384        1
  574        +      658031      658258          228        1
  575        +      658255      658818          564        1
  576        +      658947      659150          204        1
  577        -      659251      660216          966        1
  578        -      660425      661225          801        1
  579        -      661637      662278          642        1
  580        -      662379      662642          264        1
  581        -      662752      664035         1284        1
  582        -      664102      665190         1089        1
  583        -      665201      666313         1113        1
  584        -      666316      668217         1902        1
  585        -      668248      668715          468        1
  586        -      668719      669036          318        1
  587        -      669296      669907          612        1
  588        -      669931      670572          642        1
  589        -      670574      671605         1032        1
  590        -      671605      672165          561        1
  591        -      672201      674783         2583        1
  592        +      675018      675500          483        1
  593        -      675570      676547          978        1
  594        +      676888      677418          531        1
  595        +      677415      678842         1428        1
  596        -      678852      679325          474        1
  597        +      679685      680215          531        1
  598        +      680212      681663         1452        1
  599        -      681723      683393         1671        1
  600        -      683477      684412          936        1
  601        -      684530      685255          726        1
  602        -      685255      685929          675        1
  603        -      685929      686669          741        1
  604        -      686839      687747          909        1
  605        -      687997      688977          981        1
  606        -      689343      690881         1539        1
  607        -      690906      691784          879        1
  608        -      691874      692341          468        1
  609        -      692338      693378         1041        1
  610        -      693531      694955         1425        1
  611        +      695101      696276         1176        1
  612        -      697513      699177         1665        1
  613        -      699574      700326          753        1
  614        -      700374      701594         1221        1
  615        -      701603      702751         1149        1
  616        -      702811      703611          801        1
  617        +      703944      705890         1947        1
  618        +      706093      707757         1665        1
  619        +      708334      709740         1407        1
  620        +      709790      710116          327        1
  621        -      710200      710646          447        1
  622        -      710935      711465          531        1
  623        -      711605      711967          363        1
  624        -      712038      712802          765        1
  625        +      712987      713532          546        1
  626        +      713558      715198         1641        1
  627        -      716388      716597          210        1
  628        -      716946      718265         1320        1
  629        -      718262      720460         2199        1
  630        -      721056      721733          678        1
  631        -      721730      724414         2685        1
  632        -      724407      724979          573        1
  633        -      724988      727036         2049        1
  634        -      727059      728732         1674        1
  635        -      728732      728821           90        1
  636        +      729134      729340          207        1
  637        +      729583      733776         4194        1
  638        +      734220      735653         1434        1
  639        +      738092      738853          762        1
  640        +      739001      739510          510        1
  641        +      739507      740925         1419        1
  642        -      741075      742556         1482        1
  643        +      742827      743570          744        1
  644        +      743593      744249          657        1
  645        +      744243      745175          933        1
  646        +      745165      745899          735        1
  647        +      745935      746726          792        1
  648        -      746723      747670          948        1
  649        -      747921      748982         1062        1
  650        -      748979      749680          702        1
  651        -      749722      752178         2457        1
  652        -      752229      752795          567        1
  653        -      753185      754468         1284        1
  654        +      755162      755566          405        1
  655        +      755560      755907          348        1
  656        +      755907      757673         1767        1
  657        +      757689      758405          717        1
  658        +      758706      761507         2802        1
  659        +      761522      762739         1218        1
  660        +      763014      764180         1167        1
  661        +      764180      765049          870        1
  662        -      765153      765875          723        1
  663        +      766044      767960         1917        1
  664        +      767978      770611         2634        1
  665        +      771458      773026         1569        1
  666        +      773042      774181         1140        1
  667        +      774196      774309          114        1
  668        +      774309      774602          294        1
  669        +      774752      775156          405        1
  670        +      775162      775845          684        1
  671        +      775849      776277          429        1
  672        +      776342      777607         1266        1
  673        +      777740      779032         1293        1
  674        +      779067      779588          522        1
  675        +      779598      780389          792        1
  676        +      782085      783128         1044        1
  677        +      783166      783885          720        1
  678        -      783882      784823          942        1
  679        -      784937      785317          381        1
  680        +      785633      786685         1053        1
  681        -      786843      787595          753        1
  682        -      787797      788837         1041        1
  683        -      788831      789979         1149        1
  684        -      789983      791029         1047        1
  685        -      791039      792055         1017        1
  686        -      792316      793788         1473        1
  687        -      793856      794644          789        1
  688        +      794773      794922          150        1
  689        +      795089      795862          774        1
  690        +      795862      796551          690        1
  691        +      796554      797612         1059        1
  692        -      797613      798431          819        1
  693        +      798586      799581          996        1
  694        -      799622      800380          759        1
  695        +      800759      801811         1053        1
  696        +      801887      803320         1434        1
  697        +      803503      805764         2262        1
  698        -      805998      807281         1284        1
  699        -      807433      807909          477        1
  700        -      807968      809200         1233        1
  701        +      809344      810384         1041        1
  702        +      810381      811535         1155        1
  703        +      811522      812277          756        1
  704        +      812270      812947          678        1
  705        +      813526      815547         2022        1
  706        -      815739      816647          909        1
  707        +      817044      818033          990        1
  708        +      818055      818567          513        1
  709        +      818570      819055          486        1
  710        +      819048      819293          246        1
  711        +      819295      819747          453        1
  712        +      819884      820588          705        1
  713        -      821542      822498          957        1
  714        -      822498      823739         1242        1
  715        -      823736      824497          762        1
  716        +      824630      825040          411        1
  717        -      825002      826108         1107        1
  718        -      826119      827252         1134        1
  719        -      827245      828981         1737        1
  720        -      828974      829969          996        1
  721        -      829972      830655          684        1
  722        +      830872      832236         1365        1
  723        -      832468      832917          450        1
  724        +      833070      835220         2151        1
  725        +      835248      836210          963        1
  726        +      836351      837436         1086        1
  727        -      837665      837925          261        1
  728        -      838190      838456          267        1
  729        -      838530      839204          675        1
  730        -      839249      841531         2283        1
  731        -      841796      842056          261        1
  732        +      842332      843258          927        1
  733        -      843255      845480         2226        1
  734        -      845741      846463          723        1
  735        -      846460      847119          660        1
  736        -      847258      848004          747        1
